modele,famille,tache,titre,metrique,nature,valeur,echelle
phi4-14b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
phi4-14b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",question_period_share,repere,1.1,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1a,"Quebecisme : reperer un terme dans un echange, puis en donner le sens",definition_accuracy,performance,87.13,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1a,"Quebecisme : reperer un terme dans un echange, puis en donner le sens",detection_accuracy,performance,21.8,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1a,"Quebecisme : reperer un terme dans un echange, puis en donner le sens",num_definitions_scored,effectif,101.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1a,"Quebecisme : reperer un terme dans un echange, puis en donner le sens",num_detected,effectif,116.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1a,"Quebecisme : reperer un terme dans un echange, puis en donner le sens",num_items,effectif,532.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1a,"Quebecisme : reperer un terme dans un echange, puis en donner le sens",num_no_term,effectif,0.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,abstention_rate,performance,11.38,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,accuracy,performance,86.75,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,accuracy_hors_abstention,performance,97.89,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,chance_level,repere,20.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,macro_f1,performance,85.06,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,majority_class_rate,repere,2.24,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,num_answered,effectif,475.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,num_items,effectif,536.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1c,Reference institutionnelle : produire l'expansion d'un sigle,abstention_rate,performance,58.1,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1c,Reference institutionnelle : produire l'expansion d'un sigle,accuracy,performance,38.4,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1c,Reference institutionnelle : produire l'expansion d'un sigle,containment_verbosity,performance,1.6666666666666667,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1c,Reference institutionnelle : produire l'expansion d'un sigle,num_items,effectif,1000.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1c,Reference institutionnelle : produire l'expansion d'un sigle,span_containment,performance,39.4,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,abstention_rate,performance,21.6,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,accuracy,performance,65.85,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,accuracy_hors_abstention,performance,84.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,chance_level,repere,20.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,macro_f1,performance,43.57,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,majority_class_rate,repere,4.18,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,num_answered,effectif,225.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,num_items,effectif,287.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1e,Acceptabilite : juger si une phrase est du francais quebecois acceptable,accuracy,performance,80.2,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1e,Acceptabilite : juger si une phrase est du francais quebecois acceptable,macro_f1,performance,76.25,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1e,Acceptabilite : juger si une phrase est du francais quebecois acceptable,majority_class_rate,repere,69.3,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1e,Acceptabilite : juger si une phrase est du francais quebecois acceptable,num_answered,effectif,1000.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1e,Acceptabilite : juger si une phrase est du francais quebecois acceptable,num_items,effectif,1000.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1e,Acceptabilite : juger si une phrase est du francais quebecois acceptable,num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",accuracy,performance,86.64,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",chance_level,repere,50.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",human_ceiling,repere,87.42,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",macro_f1,performance,86.52,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",majority_class_rate,repere,51.72,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",num_answered,effectif,524.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",num_items,effectif,524.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",num_items_with_ceiling,effectif,524.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",abstention_rate,performance,31.8,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",accuracy,performance,63.8,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",accuracy_hors_abstention,performance,93.55,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",chance_level,repere,20.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",macro_f1,performance,61.96,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",majority_class_rate,repere,0.3,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",num_answered,effectif,682.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",num_items,effectif,1000.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",abstention_rate,performance,19.3,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",accuracy,performance,76.02,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",accuracy_hors_abstention,performance,94.2,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",chance_level,repere,20.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",macro_f1,performance,74.18,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",majority_class_rate,repere,0.58,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",num_answered,effectif,138.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",num_items,effectif,171.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",accuracy,performance,37.5,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",chance_level,repere,50.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",macro_f1,performance,33.78,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",majority_class_rate,repere,52.4,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",num_answered,effectif,1000.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",num_items,effectif,1000.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",num_items_with_rules_choice,effectif,957.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",rules_baseline_accuracy,repere,50.26,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,2a,Camp : gouvernement ou opposition,accuracy,performance,83.7,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,2a,Camp : gouvernement ou opposition,attribution_verified_share,repere,0.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,2a,Camp : gouvernement ou opposition,chance_level,repere,50.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,2a,Camp : gouvernement ou opposition,macro_f1,performance,83.68,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,2a,Camp : gouvernement ou opposition,majority_class_rate,repere,50.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,2a,Camp : gouvernement ou opposition,num_items,effectif,1000.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,2a,Camp : gouvernement ou opposition,num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,2a,Camp : gouvernement ou opposition,question_period_share,repere,2.6,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",accuracy,performance,35.3,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",attribution_verified_share,repere,100.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",macro_f1,performance,32.29,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",majority_class_rate,repere,20.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",mean_options,effectif,4.884,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",num_items,effectif,1000.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
qwen2.5-32b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",question_period_share,repere,1.1,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1a,"Quebecisme : reperer un terme dans un echange, puis en donner le sens",definition_accuracy,performance,82.22,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1a,"Quebecisme : reperer un terme dans un echange, puis en donner le sens",detection_accuracy,performance,19.92,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1a,"Quebecisme : reperer un terme dans un echange, puis en donner le sens",num_definitions_scored,effectif,90.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1a,"Quebecisme : reperer un terme dans un echange, puis en donner le sens",num_detected,effectif,106.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1a,"Quebecisme : reperer un terme dans un echange, puis en donner le sens",num_items,effectif,532.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1a,"Quebecisme : reperer un terme dans un echange, puis en donner le sens",num_no_term,effectif,0.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,abstention_rate,performance,8.58,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,accuracy,performance,86.57,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,accuracy_hors_abstention,performance,94.69,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,chance_level,repere,20.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,macro_f1,performance,84.58,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,majority_class_rate,repere,2.24,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,num_answered,effectif,490.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,num_items,effectif,536.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1c,Reference institutionnelle : produire l'expansion d'un sigle,abstention_rate,performance,14.3,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1c,Reference institutionnelle : produire l'expansion d'un sigle,accuracy,performance,35.3,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1c,Reference institutionnelle : produire l'expansion d'un sigle,containment_verbosity,performance,1.5,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1c,Reference institutionnelle : produire l'expansion d'un sigle,num_items,effectif,1000.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1c,Reference institutionnelle : produire l'expansion d'un sigle,span_containment,performance,35.8,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,abstention_rate,performance,39.02,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,accuracy,performance,36.59,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,accuracy_hors_abstention,performance,60.34,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,chance_level,repere,20.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,macro_f1,performance,26.94,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,majority_class_rate,repere,4.18,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,num_answered,effectif,174.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,num_items,effectif,287.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,num_off_label,effectif,1.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1e,Acceptabilite : juger si une phrase est du francais quebecois acceptable,accuracy,performance,79.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1e,Acceptabilite : juger si une phrase est du francais quebecois acceptable,macro_f1,performance,73.61,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1e,Acceptabilite : juger si une phrase est du francais quebecois acceptable,majority_class_rate,repere,69.3,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1e,Acceptabilite : juger si une phrase est du francais quebecois acceptable,num_answered,effectif,1000.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1e,Acceptabilite : juger si une phrase est du francais quebecois acceptable,num_items,effectif,1000.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1e,Acceptabilite : juger si une phrase est du francais quebecois acceptable,num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",accuracy,performance,80.34,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",chance_level,repere,50.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",human_ceiling,repere,87.42,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",macro_f1,performance,80.06,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",majority_class_rate,repere,51.72,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",num_answered,effectif,524.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",num_items,effectif,524.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",num_items_with_ceiling,effectif,524.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",abstention_rate,performance,20.2,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",accuracy,performance,61.8,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",accuracy_hors_abstention,performance,77.44,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",chance_level,repere,20.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",macro_f1,performance,54.19,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",majority_class_rate,repere,0.3,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",num_answered,effectif,798.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",num_items,effectif,1000.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",abstention_rate,performance,31.58,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",accuracy,performance,61.4,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",accuracy_hors_abstention,performance,89.74,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",chance_level,repere,20.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",macro_f1,performance,60.08,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",majority_class_rate,repere,0.58,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",num_answered,effectif,117.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",num_items,effectif,171.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",accuracy,performance,66.7,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",chance_level,repere,50.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",macro_f1,performance,66.06,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",majority_class_rate,repere,52.4,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",num_answered,effectif,1000.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",num_items,effectif,1000.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",num_items_with_rules_choice,effectif,957.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",rules_baseline_accuracy,repere,50.26,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,2a,Camp : gouvernement ou opposition,accuracy,performance,76.5,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,2a,Camp : gouvernement ou opposition,attribution_verified_share,repere,0.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,2a,Camp : gouvernement ou opposition,chance_level,repere,50.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,2a,Camp : gouvernement ou opposition,macro_f1,performance,76.5,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,2a,Camp : gouvernement ou opposition,majority_class_rate,repere,50.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,2a,Camp : gouvernement ou opposition,num_items,effectif,1000.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,2a,Camp : gouvernement ou opposition,num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,2a,Camp : gouvernement ou opposition,question_period_share,repere,2.6,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",accuracy,performance,23.1,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",attribution_verified_share,repere,100.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",macro_f1,performance,19.82,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",majority_class_rate,repere,20.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",mean_options,effectif,4.884,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",num_items,effectif,1000.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
qwen2.5-7b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",question_period_share,repere,1.1,pourcentage pour les metriques exprimees en taux
qwen3-30b-a3b,quebec,1a,"Quebecisme : reperer un terme dans un echange, puis en donner le sens",definition_accuracy,performance,79.49,pourcentage pour les metriques exprimees en taux
qwen3-30b-a3b,quebec,1a,"Quebecisme : reperer un terme dans un echange, puis en donner le sens",detection_accuracy,performance,17.11,pourcentage pour les metriques exprimees en taux
qwen3-30b-a3b,quebec,1a,"Quebecisme : reperer un terme dans un echange, puis en donner le sens",num_definitions_scored,effectif,78.0,pourcentage pour les metriques exprimees en taux
qwen3-30b-a3b,quebec,1a,"Quebecisme : reperer un terme dans un echange, puis en donner le sens",num_detected,effectif,91.0,pourcentage pour les metriques exprimees en taux
